"Sample","year","month","week","colour","cond","domgl","dopercent","oldo","odour","ph","temp","turb","tdscalc","langelier","palk","talk","bicarb","carb","ca","mg","thard","na","k","sulfate","cl","dissal","ammn","bod","br","chla","fl","dissfe","dissmn","no3","orgn","rawtoc","rawdoc","uv254doc","orthop","tp","si","sulphide","blgrnalg","grnalg","diatoms","flag","crust","nema","roti","otherfauna","totgrnbg","totcoli","fcoli","totcoliback","pltct","part","ecoli","sst","ssv","ssf","partal","total","totfe","totmn","orgc","suva","fecstrep","tds","prefm","damflow","dbar","salcalc","bicarbC","carbC","ionstrength","pk1","pk2","k1","k2","hplus","ao","a1","a2","totaldicnull","totaldic","dicumol","Site","pCO2","CO2flux","CO2fluxWk","iceoffdoy","iceondoy","iceoffweek","iceonweek","season","Seasonname","Spring determine"
419,1983,7,27,20,520,7.7,85,"NA",10,8.54,19.8,3.08,395,0.96,2,178,212,3,41,18,178,35,7.3,60,16.5,110,0.08,1.5,"NA",15,0.17,0.02,"NA","NA",0.08,6.9,6.1,"NA",11,86,2.7,75,"NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",293,"NA","NA",5.4,59,268,0.03,0.14,0.23,0.12,"NA","NA",2,"NA","NA","NA",10.5,0.28106155,41.7306119,0.600445934,0.0091,6.304634986,10.21571379,0.000000496,0.0000000000609,0.00000000288,0.005663696,0.973789175,0.020547129,42.33105783,42.57217368,3547.68114,"MLO",514.2109066,6.217680098,43.52376068,112,327,16,47,3,"summer",0
420,1983,7,28,30,560,7.4,82,"NA",20,8.46,20.5,4.71,406,0.83,3,166,195,6,38,20,176,43,5.3,80,16,100,0.08,3.1,"NA",24,0.17,"NA","NA","NA",0.6,8.4,"NA","NA",26,131,3.1,110,"NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",80,"NA","NA",5.2,88,267,0.02,0.12,0.13,"NA","NA","NA","NA","NA","NA","NA",10.5,0.298571893,38.38428924,1.200891868,0.0098,6.295150256,10.20308252,0.000000507,0.0000000000626,0.00000000347,0.006675205,0.975695626,0.017629169,39.58518111,39.85119602,3320.933002,"MLO",638.0618768,11.34097087,79.38679611,112,327,16,47,3,"summer",0
421,1983,7,29,20,520,7.8,87,"NA",20,8.68,20.7,4.01,397,1.05,1,169,203,1,37,18,166,42,6.3,70,16.5,100,0.29,3.1,"NA",19,0.19,"NA","NA","NA",0.78,8.8,6,"NA",16,114,3.1,90,"NA","NA","NA",330,"NA","NA","NA","NA","NA",2,"NA","NA",705,"NA","NA",6.2,82,268,0.02,0.12,"NA",0.02,"NA","NA","NA","NA","NA","NA",10.5,0.275507886,39.95902932,0.200148645,0.0091,6.294235936,10.20666429,0.000000508,0.0000000000621,0.00000000209,0.003979028,0.967255152,0.02876582,40.15917796,40.31961082,3359.967568,"MLO",376.3121902,0.079045366,0.553317559,112,327,16,47,3,"summer",0
422,1983,7,30,30,540,7.8,90,"NA",20,8.56,22.6,3.3,386,0.89,1,157,189,1,34,16,153,45,6.2,75,15.5,20,0.02,2.9,"NA",22,0.18,0.02,"NA","NA",0.79,9.4,"NA","NA",23,106,3.5,95,"NA","NA","NA",330,"NA","NA","NA","NA","NA",2,"NA","NA",923,"NA","NA",5.4,59,267,0.15,0.17,0.17,"NA","NA","NA","NA","NA","NA","NA",10.5,0.274805203,37.20323419,0.200148645,0.00945,6.271635378,10.18521647,0.000000535,0.0000000000653,0.00000000275,0.005003609,0.971959094,0.023037297,37.40338284,37.59147588,3132.62299,"MLO",517.966883,7.007395173,49.05176621,112,327,16,47,3,"summer",0
423,1983,8,31,30,550,7.8,90,"NA",15,8.12,22.6,1.83,407,0.46,"NA",170,207,"NA",32,17,152,52,3.7,75,16,110,0.02,3.3,"NA",19,0.18,0.02,"NA","NA",0.8,"NA","NA","NA",21,100,3.5,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",760,"NA","NA",3.2,85,252,0.01,0.12,0.25,"NA","NA","NA","NA","NA","NA","NA",10.5,0.280012353,40.74639935,"NA",0.009625,6.271288676,10.18382967,0.000000535,0.0000000000655,0.00000000759,0.01385153,0.977707752,0.008440718,"NA","NA","NA","MLO",1432.328808,39.18299978,274.2809985,112,327,16,47,3,"summer",0
424,1983,8,32,30,520,8,96,"NA",20,8.62,24.3,6.12,390,0.88,1,160,193,1,27,18,143,51,5.2,75,15.5,60,0.18,4,"NA",25,0.19,0.01,"NA","NA",0.9,8.8,8.1,"NA",70,150,3.8,110,"NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",3357,"NA","NA",6.4,73,219,0.03,0.09,0.06,0.18,"NA","NA","NA","NA","NA","NA",10.5,0.255138781,37.99060423,0.200148645,0.0091,6.252817936,10.17192429,0.000000559,0.0000000000673,0.0000000024,0.004159008,0.968661109,0.027179883,38.19075287,38.35025189,3195.854324,"MLO",458.4763776,4.621475068,32.35032548,112,327,16,47,3,"summer",0
425,1983,8,33,30,530,7.2,82,"NA",30,8.46,21.8,3.27,384,0.68,1,157,189,1,27,18,142,49,6,74,16,90,0.03,5,"NA",16,0.19,"NA","NA","NA",0.9,8.1,"NA","NA",30,160,4.1,100,"NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",2130,"NA","NA",4.2,107,227,0.01,0.1,0.22,"NA","NA","NA","NA","NA","NA","NA",10.5,0.274273341,37.20323419,0.200148645,0.009275,6.281195363,10.19438249,0.000000523,0.0000000000639,0.00000000347,0.006463183,0.975553548,0.017983268,37.40338284,37.64670036,3137.22503,"MLO",641.6212205,11.83417693,82.83923854,112,327,16,47,3,"summer",0
426,1983,8,34,40,490,7.7,89,"NA",25,8.65,22.3,5.89,376,0.8,2.3,149,176,2.8,24,19,139,51,3.9,80,15.5,100,0.16,4,"NA",41,0.19,0.02,"NA","NA",1.1,8.9,7.4,"NA",20,118,3.8,95,"NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",1575,"NA","NA",12.8,226,86,-0.03,0.07,0.04,0.18,"NA","NA","NA","NA","NA","NA",10.5,0.250443257,34.64428157,0.560416205,0.008575,6.276883173,10.19529803,0.000000529,0.0000000000638,0.00000000224,0.004101079,0.968311133,0.027587789,35.20469778,35.34966955,2945.805796,"MLO",407.6146043,1.717462198,12.02223539,112,327,16,47,3,"summer",0
427,1983,9,35,30,500,7.5,84,"NA",20,8.8,20.6,4.09,371,0.91,2,147,174,3,24,18,133,52,3.6,77,16,10,0.06,4.8,"NA",48,0.19,0.02,"NA","NA",0.91,1,8.3,"NA","NA",168,4.2,85,"NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",865,"NA","NA",6.8,67,247,0.07,0.08,0.08,0.21,"NA","NA","NA","NA","NA","NA",10.5,0.265250794,34.25059656,0.600445934,0.00875,6.296113005,10.21055258,0.000000506,0.0000000000616,0.00000000158,0.003007806,0.959702895,0.037289299,34.85104249,34.95618391,2913.015326,"MLO",280.725313,-5.218606007,-36.53024205,112,327,16,47,3,"summer",0
428,1983,9,36,100,510,7.8,81,"NA",15,8.2,17.1,35.7,409,0.33,"NA",158,196,"NA",26,18,140,59,3.1,87,16,50,0.1,2.2,"NA",12,0.2,0.03,"NA","NA",0.88,6.5,"NA","NA",41,118,4.3,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",1208,"NA","NA",10.7,46,373,0.19,0.24,2.78,0.24,"NA","NA","NA","NA","NA","NA",10.5,0.293065998,38.58113175,"NA",0.008925,6.336298121,10.24517334,0.000000461,0.0000000000569,0.00000000631,0.013382904,0.977805006,0.00881209,"NA","NA","NA","MLO",1074.429384,26.9687776,188.7814432,112,327,16,47,4,"fall",0
429,1983,9,37,20,490,8.5,82,"NA",10,7.98,13.4,4.89,375,0.03,"NA",148,181,"NA",26,18,137,43,4.9,82,16,130,0.02,2.1,"NA",10,0.21,0.03,"NA","NA",0.71,7.4,"NA","NA",51,112,4.2,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",422,"NA","NA",9.6,69,259,0.22,0.35,0.44,0.09,"NA","NA","NA","NA","NA","NA",10.5,0.3075604,35.62849412,"NA",0.008575,6.380188143,10.28863233,0.000000417,0.0000000000514,0.0000000105,0.024396796,0.970833271,0.004769933,"NA","NA","NA","MLO",1662.530931,51.78203059,362.4742141,112,327,16,47,4,"fall",0
430,1983,9,38,60,490,9.8,87,"NA",12,7.68,10.1,20,382,-0.33,"NA",145,177,"NA",26,18,139,48,2.9,90,16,120,0.04,3.3,"NA",10,0.18,0.04,"NA","NA",0.76,9,"NA","NA",30,140,4.3,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA",25,"NA","NA",327,"NA","NA",59,246,115,0.71,0.83,1.54,"NA","NA","NA","NA","NA","NA","NA",10.5,0.334844685,34.84112408,"NA",0.008575,6.418935093,10.32686283,0.000000381,0.0000000000471,0.0000000209,0.051859642,0.946007158,0.0021332,"NA","NA","NA","MLO",3095.348166,119.2214438,834.5501067,112,327,16,47,4,"fall",0
431,1983,9,39,20,500,9.1,79,"NA",12,7.72,9.1,3.11,396,-0.41,"NA",156,190,"NA",19,18,144,57,2.7,90,15.5,110,0.08,"NA","NA","NA",0.21,0.01,"NA","NA",0.76,"NA","NA","NA",37,76,3.9,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",788,"NA","NA",4.6,84,239,0.22,0.33,0.45,0.03,"NA","NA","NA","NA","NA","NA",10.5,0.351219987,37.4000767,"NA",0.00875,6.430355955,10.33736308,0.000000371,0.000000000046,0.0000000191,0.048710413,0.948999232,0.002290355,"NA","NA","NA","MLO",2816.398536,110.555136,773.8859522,112,327,16,47,4,"fall",0
432,1983,10,40,15,550,9.1,77,"NA","NA",7.96,8.2,5,410,-0.02,"NA",158,193,"NA",28,18,146,56,5.2,90,15.5,110,0.27,"NA","NA","NA",0.18,0.02,"NA","NA",0.63,"NA","NA","NA",44,66,4.5,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA",73,"NA","NA",230,"NA","NA",11,68,269,0.23,0.34,0.51,0.03,"NA","NA","NA","NA","NA","NA",10.5,0.397391004,37.99060423,"NA",0.009625,6.439209956,10.34119287,0.000000364,0.0000000000456,0.000000011,0.029144905,0.966835708,0.004019387,"NA","NA","NA","MLO",1681.021463,61.12066358,427.8446451,112,327,16,47,4,"fall",0
433,1983,10,41,30,490,9.7,82,"NA",10,7.72,7.9,7.38,427,-0.24,"NA",163,199,"NA",29,18,148,60,4.9,96,16,190,"NA","NA","NA","NA",0.19,0.01,"NA","NA",0.49,"NA","NA","NA","NA",68,4,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA",45,"NA","NA",76,"NA","NA",21.4,56,283,0.05,0.24,1.12,"NA","NA","NA","NA","NA","NA","NA",10.5,0.355429474,39.17165928,"NA",0.008575,6.444899493,10.35343883,0.000000359,0.0000000000443,0.0000000191,0.050289998,0.947506348,0.002203653,"NA","NA","NA","MLO",2762.570259,112.455586,787.1891019,112,327,16,47,4,"fall",0
434,1983,10,42,15,540,11,90,"NA","NA",8.18,6.6,2.4,425,0.23,"NA",169,206,"NA",30,19,151,65,4.2,82,15,"NA",0.13,2.2,"NA",8,0.19,0.02,"NA","NA",0.54,8,"NA","NA",22,66,4,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA",154,"NA","NA",86,"NA","NA",3.6,73,264,0.32,0.32,0.26,"NA","NA","NA","NA","NA","NA","NA",10.5,0.407784218,40.54955684,"NA",0.00945,6.458496178,10.36236847,0.000000348,0.0000000000434,0.00000000661,0.01851549,0.975077276,0.006407234,"NA","NA","NA","MLO",1002.248992,31.04556073,217.3189251,112,327,16,47,4,"fall",0
435,1983,10,43,15,460,11.3,92,"NA",8,8.18,6.4,1.74,394,0.21,"NA",161,196,"NA",30,18,151,49,4.2,77,15.5,100,0.24,"NA","NA","NA",0.19,0.01,"NA","NA",0.68,8.9,"NA","NA","NA",89,4.4,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA",2,50,"NA","NA","NA","NA",2.4,72,220,"NA",0.1,0.17,0.04,"NA","NA","NA","NA","NA","NA",10.5,0.347186432,38.58113175,"NA",0.00805,6.463795836,10.3765875,0.000000344,0.000000000042,0.00000000661,0.018742425,0.975056851,0.006200724,"NA","NA","NA","MLO",960.5566855,29.17279371,204.209556,112,327,16,47,4,"fall",0
436,1983,11,44,10,500,11.2,91,"NA","NA",8.33,6.4,1.75,414,0.37,1,158,190,2,31,18,150,61,4.3,88,15.5,150,0.03,"NA","NA","NA",0.25,0.02,"NA","NA",0.59,7,"NA","NA","NA",78,3.7,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA",132,4,"NA",86,"NA","NA",2.6,41,276,0.5,0.65,0.12,"NA","NA","NA","NA","NA","NA","NA",10.5,0.378590824,37.4000767,0.400297289,0.00875,6.462295605,10.37058658,0.000000345,0.0000000000426,0.00000000468,0.01326052,0.977833569,0.008905911,37.80037399,38.30836279,3192.363566,"MLO",697.0012091,16.10250269,112.7175188,112,327,16,47,4,"fall",0
437,1983,11,45,15,500,11,89,"NA","NA",8.08,6.1,2.92,403,0.12,"NA",161,196,"NA",31,18,152,52,4,82,15.5,190,"NA","NA","NA","NA",0.26,0.01,"NA","NA",0.57,8.1,"NA","NA",5,52,4.2,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA",109,4,"NA",160,"NA","NA",8,119,212,0.07,0.26,0.31,0.09,"NA","NA","NA","NA","NA","NA",10.5,0.381853683,38.58113175,"NA",0.00875,6.465854355,10.37435908,0.000000342,0.0000000000422,0.00000000832,0.023619672,0.971447903,0.004932424,"NA","NA","NA","MLO",1225.138174,42.69689121,298.8782385,112,327,16,47,4,"fall",0
438,1983,11,46,13,525,12.2,92,"NA","NA",8.43,3.4,2.16,431,0.5,21,181,171,41,33,18,156,62,4.4,82,15.5,280,0.1,2.6,"NA",17,0.25,0.01,"NA","NA",0.66,6.5,"NA","NA","NA",38,4.2,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA",2,4,"NA",77,"NA","NA",3,58,243,0.24,0.52,0.15,"NA","NA","NA","NA","NA","NA","NA",10.5,0.435023447,33.66006903,8.206094429,0.0091875,6.497071772,10.40543885,0.000000318,0.0000000000393,0.00000000372,0.011415997,0.978232504,0.010351499,41.86616346,42.34962669,3529.135557,"MLO",546.7200546,9.499917094,66.49941966,112,327,16,47,4,"fall",0
439,1983,11,47,13,490,12.2,88,"NA","NA",8.49,2,2,410,0.47,4.6,163,188,9.2,31,18,153,60,4.3,80,16,170,"NA","NA","NA","NA",0.17,"NA","NA","NA",0.54,10.3,"NA","NA","NA",39,3.9,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA",2,85,"NA",15,"NA","NA",2.2,114,229,0.04,0.21,0.18,0.03,"NA","NA","NA","NA","NA","NA",10.5,0.42262425,37.00639168,1.84136753,0.008575,6.515056983,10.42901193,0.000000305,0.0000000000372,0.00000000324,0.010364847,0.978376304,0.011258849,38.84775921,39.25462743,3271.218953,"MLO",463.1453807,5.127443971,35.8921078,112,327,16,47,4,"fall",0
440,1983,12,48,12,660,13.4,97,"NA","NA",8.4,2,1.72,415,0.41,2,172,204,5,32,20,160,53,4.6,78,16.3,60,0.15,8.4,"NA","NA",0.2,0.03,"NA","NA",0.51,6.8,"NA","NA",7,36,2.7,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA",54,4,"NA",18,"NA","NA",1.2,87,245,0.43,0.49,0.17,"NA","NA","NA","NA","NA","NA","NA",10.5,0.576601105,40.15587183,1.000743223,0.01155,6.509336165,10.40612866,0.00000031,0.0000000000393,0.00000000398,0.012577035,0.977782157,0.009640808,41.15661505,41.68083639,3473.403033,"MLO",618.3326442,14.11549873,98.80849109,112,327,16,47,1,"winter",0
441,1983,12,49,10,460,10.5,77,"NA","NA",8.12,2.6,1.21,449,0.17,"NA",174,212,"NA",34,19,164,52,4.5,107,16.5,"NA",0.14,1.1,"NA","NA",0.2,0.02,"NA","NA",0.43,7.2,"NA","NA",14,50,3.9,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",20,"NA","NA",1,95,245,0.07,0.07,0.07,"NA","NA","NA","NA","NA","NA","NA",10.5,0.388433599,41.7306119,"NA",0.00805,6.509019636,10.4255695,0.00000031,0.0000000000375,0.00000000759,0.023791329,0.971402164,0.004806507,"NA","NA","NA","MLO",1062.750472,38.96126325,272.7288428,112,327,16,47,1,"winter",0
442,1983,12,50,11,490,11,81,"NA","NA",8.08,2.7,0.92,449,0.14,"NA",179,218,"NA",34,20,168,50,5.1,102,17,60,0.21,"NA","NA",10,0.21,"NA","NA","NA",0.56,7.3,"NA","NA",22,56,3.2,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",13,"NA","NA",1.8,76,268,"NA",0.06,0.06,"NA","NA","NA","NA","NA","NA","NA",10.5,0.413585296,42.91166695,"NA",0.008575,6.506693173,10.41971803,0.000000311,0.000000000038,0.00000000832,0.025900876,0.969664025,0.004435098,"NA","NA","NA","MLO",1181.708546,45.52677035,318.6873925,112,327,16,47,1,"winter",0
443,1983,12,51,20,450,11,81,"NA",7,7.99,2.6,3.93,450,0.06,"NA",185,226,"NA",34,22,176,54,5,89,16.5,40,0.26,"NA","NA","NA",0.19,0.02,"NA","NA",0.53,6,"NA","NA",15,34,3.7,70,"NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",15,"NA","NA",3.6,39,327,0.05,0.09,0.52,"NA","NA","NA","NA","NA","NA","NA",10.5,0.379643394,44.48640702,"NA",0.007875,6.509407084,10.4271193,0.000000309,0.0000000000374,0.0000000102,0.031896601,0.964577921,0.003525478,"NA","NA","NA","MLO",1414.646419,58.85183597,411.9628518,112,327,16,47,1,"winter",0
444,1983,12,52,10,510,11,81,"NA","NA",8.02,2.7,0.79,"NA","NA","NA",200,244,"NA",39,21,186,54,"NA",93,18.5,130,"NA","NA","NA","NA",0.22,0.02,"NA","NA",0.5,4.7,"NA","NA",25,124,4.1,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",20,"NA","NA",1.8,67,271,0.33,0.46,0.18,"NA","NA","NA","NA","NA","NA","NA",10.5,0.431188081,48.02957218,"NA",0.008925,6.505961801,10.41679254,0.000000312,0.0000000000383,0.00000000955,0.029592235,0.966531411,0.003876354,"NA","NA","NA","MLO",1365.407308,55.87391667,391.1174167,112,327,16,47,1,"winter",0
445,1984,1,1,5,500,11.5,85,"NA","NA",8.01,2.6,0.84,"NA","NA","NA",204,249,"NA",39,22,190,56,"NA",102,18,0,0.16,"NA","NA","NA",0.19,0.01,"NA","NA",0.54,8.2,"NA","NA",8,46,4.8,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",5200,"NA","NA",1.4,"NA","NA",0,0,0.08,"NA","NA","NA","NA","NA","NA","NA",10.5,0.423681787,49.01378473,"NA",0.00875,6.507519405,10.41956858,0.000000311,0.0000000000381,0.00000000977,0.030369502,0.965869096,0.003761401,"NA","NA","NA","MLO",1388.050036,57.35112543,401.457878,106,302,16,44,1,"winter",0
446,1984,1,2,15,550,12,89,"NA",6,8.08,2.9,0.99,"NA","NA","NA",206,251,"NA",40,22,191,53,"NA",101,18.5,0,0.14,"NA","NA","NA",0.22,0.03,"NA","NA",0.62,9.6,"NA","NA",7,48,4.3,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",2300,"NA","NA",2.2,"NA","NA",0,0,0.08,"NA","NA","NA","NA","NA","NA","NA",10.5,0.463637362,49.40746975,"NA",0.009625,6.502162826,10.40850817,0.000000315,0.000000000039,0.00000000832,0.025636013,0.969812226,0.004551761,"NA","NA","NA","MLO",1219.798032,47.34054653,331.3838257,106,302,16,44,1,"winter",0
447,1984,1,3,10,550,11.5,86,"NA","NA",8.09,3,1.01,"NA","NA","NA",206,251,"NA",40,22,190,52,"NA",106,19,0,0.1,"NA","NA",12,0.23,"NA","NA","NA",0.55,4.7,"NA","NA",5,80,4.2,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",3500,"NA","NA",0.8,"NA","NA",0,0,0.08,0.09,"NA","NA","NA","NA","NA","NA",10.5,0.462221115,49.40746975,"NA",0.009625,6.500969316,10.40719127,0.000000316,0.0000000000392,0.00000000813,0.024997014,0.970328568,0.004674418,"NA","NA","NA","MLO",1193.708839,45.72071194,320.0449836,106,302,16,44,1,"winter",0
448,1984,1,4,15,560,10.9,81,"NA","NA",8.04,3,1.1,"NA","NA","NA",211,257,"NA",41,24,201,62,"NA",101,19,0,0.63,"NA","NA",14,0.21,0.06,"NA","NA",0.5,"NA","NA","NA",2,76,4.6,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",2200,"NA","NA",1.6,"NA","NA",0,1,0.24,0.09,"NA","NA","NA","NA","NA","NA",10.5,0.470984147,50.5885248,"NA",0.0098,6.500626506,10.40582002,0.000000316,0.0000000000393,0.00000000912,0.027954178,0.967877126,0.004168696,"NA","NA","NA","MLO",1341.947768,53.98145837,377.8702086,106,302,16,44,1,"winter",0
449,1984,2,5,15,540,9.9,74,"NA","NA",8.03,3,1.49,532,0.27,"NA",217,265,"NA",44,23,205,70,6,101,19,0,0.18,"NA","NA","NA",0.25,0.03,"NA","NA",0.62,9.7,"NA","NA",14,84,3.8,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",1700,"NA","NA",3.6,"NA","NA",0,0,0.19,0.1,"NA","NA","NA","NA","NA","NA",10.5,0.453465815,52.16326487,"NA",0.00945,6.501316018,10.40857807,0.000000315,0.000000000039,0.00000000933,0.028634276,0.967320039,0.004045685,"NA","NA","NA","MLO",1358.833973,54.921242,384.448694,106,302,16,44,1,"winter",0
450,1984,2,6,20,610,11.7,88,"NA",16,8.08,3.4,1.56,516,0.31,"NA",215,262,"NA",42,24,203,65,6.2,93,20,0,0.13,4.5,"NA","NA",0.22,0.04,"NA","NA",0.75,10.1,"NA","NA",3,54,3.7,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",5000,"NA","NA",3.8,"NA","NA",0,0,0.22,0.1,"NA","NA","NA","NA","NA","NA",10.5,0.508667604,51.57273734,"NA",0.010675,6.494195423,10.39393345,0.00000032,0.0000000000404,0.00000000832,0.025177814,0.970113615,0.004708571,"NA","NA","NA","MLO",1261.266811,48.80063498,341.6044448,106,302,16,44,1,"winter",0
451,1984,2,7,25,510,14.3,108,"NA",18,8.53,3.6,1.99,516,0.74,11,212,242,14,40,25,202,60,6.3,106,19.5,"NA",0.16,"NA","NA","NA",0.24,0.02,"NA","NA",0.72,10.3,"NA","NA","NA",98,3.7,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",4500,"NA","NA",7.2,"NA","NA",1,1,0.15,0.06,"NA","NA","NA","NA","NA","NA",10.5,0.419542499,47.63588717,2.802081025,0.008925,6.495224171,10.40497284,0.00000032,0.0000000000394,0.00000000295,0.009026775,0.977931484,0.013041741,50.43796819,50.89740762,4241.450635,"MLO",432.0421458,3.149249921,22.04474945,106,302,16,44,1,"winter",0
452,1984,2,8,25,630,14.5,112,"NA",18,8.71,4.5,2.21,467,0.02,9,212,236,18,5,24,200,58,6.4,98,19,0,0.19,5,"NA",58,0.21,0.02,"NA","NA",0.78,11.1,"NA","NA",2,103,3.1,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",1600,"NA","NA",8,"NA","NA",0,1,0.17,0.1,"NA","NA","NA","NA","NA","NA",10.5,0.508952295,46.45483211,3.602675603,0.011025,6.480451172,10.37708619,0.000000331,0.000000000042,0.00000000195,0.005737252,0.973313588,0.020949159,50.05750771,50.34635748,4195.52979,"MLO",304.538392,-3.766982679,-26.36887875,106,302,16,44,1,"winter",0
453,1984,3,9,25,625,12,93,"NA",20,8.39,4.7,2.94,518,0.64,3,214,253,7,42,23,199,56,6,110,18.5,0,0.11,"NA","NA","NA",0.2,0.03,"NA","NA",0.74,9,"NA","NA","NA",66,3.1,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",2500,"NA","NA",11,"NA","NA",0,0,0.2,0.1,"NA","NA","NA","NA","NA","NA",10.5,0.501753851,49.80115476,1.401040512,0.0109375,6.478230163,10.37514679,0.000000332,0.0000000000422,0.00000000407,0.011981857,0.97789892,0.010119223,51.20219528,51.82313264,4318.594386,"MLO",636.0182636,13.80931486,96.66520405,106,302,16,44,1,"winter",0
454,1984,3,10,25,640,15.8,124,"NA","NA",8.52,5,2.98,511,0.76,7,212,242,14,41,24,199,58,6.2,105,19.5,0,0.15,"NA","NA","NA",0.22,"NA","NA","NA",0.76,10.3,"NA","NA","NA",70,2.6,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",800,"NA","NA",6.8,"NA","NA",0,0,0.13,0.1,"NA","NA","NA","NA","NA","NA",10.5,0.509770357,47.63588717,2.802081025,0.0112,6.474188278,10.36940311,0.000000336,0.0000000000427,0.00000000302,0.00879532,0.977379835,0.013824845,50.43796819,50.88552265,4240.460221,"MLO",476.6287177,5.348943202,37.44260241,106,302,16,44,1,"winter",0
455,1984,3,11,20,620,14,111,"NA",18,8.42,5.3,2.69,511,0.67,3,217,256,7,40,24,198,58,6.7,97,19.5,0,0.22,"NA","NA","NA",0.23,"NA","NA","NA",0.82,10.1,"NA","NA","NA",52,2.8,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",670,"NA","NA",9.2,"NA","NA",0,0,0.14,0.07,"NA","NA","NA","NA","NA","NA",10.5,0.488852954,50.39168229,1.401040512,0.01085,6.471255714,10.368105,0.000000338,0.0000000000428,0.0000000038,0.011004824,0.977974142,0.011021035,51.7927228,52.36903479,4364.086233,"MLO",595.5791665,11.45355224,80.17486568,106,302,16,44,1,"winter",0
456,1984,3,12,25,610,10.8,86,"NA",16,8.14,5.5,2.48,506,0.39,"NA",212,259,"NA",40,24,200,58,5.9,97,19,0,"NA","NA","NA",57,0.23,"NA","NA","NA",0.74,10.1,8.8,"NA","NA",68,2.3,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",1300,"NA","NA",5.2,"NA","NA",0,0,0.15,0.15,"NA","NA","NA","NA","NA","NA",10.5,0.47784086,50.98220982,"NA",0.010675,6.469201013,10.36684555,0.000000339,0.000000000043,0.00000000724,0.020773788,0.973452314,0.005773898,"NA","NA","NA","MLO",1123.080979,38.36092426,268.5264698,106,302,16,44,1,"winter",0
457,1984,3,13,30,630,8.8,71,"NA",16,7.68,5.9,2.97,499,-0.06,"NA",215,262,"NA",40,23,195,58,6.2,90,17.5,"NA",0.19,"NA","NA","NA",0.21,0.02,"NA","NA",0.75,10.7,"NA","NA","NA",69,2.4,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",10000,"NA","NA",9.4,"NA","NA",0,0,0.17,0.21,"NA","NA","NA","NA","NA","NA",10.5,0.488457225,51.57273734,"NA",0.011025,6.463811332,10.35921659,0.000000344,0.0000000000437,0.0000000209,0.057190913,0.940839844,0.001969242,"NA","NA","NA","MLO",3155.956806,140.0814856,980.5703991,106,302,16,44,1,"winter",0
